key,mean,std,max,min,25,50,75,game,model,agent,n_trains,processing,target_update,frame_skip,update_frequency,batch_size,gamma,initial_learning_rate,annealing,optimizer,loss_function,weight_decay
MountainCar_DDQN_GS_EpsilonGreedy_notes_cpu,-196.62,60.24,-91.0,-1113.0,-208.0,-191.0,-171.0,MountainCar-v0,DDQN_GS,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
MountainCar_DQCNN_PCA_Mini_EpsilonGreedy_notes_cpu,-1705.4,1224.59,-197.0,-10002.0,-2137.5,-1364.5,-845.25,MountainCar-v0,DQCNN_PCA_mini,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
MountainCar_DDQCNN_PCA_Mini_EpsilonGreedy_notes_cpu,-552.65,309.24,-122.0,-3083.0,-697.25,-467.5,-329.0,MountainCar-v0,DDQCNN_PCA_mini,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
MountainCar_DDQCNN_PCA_EpsilonGreedy_notes_cpu,-2488.75,2570.28,-202.0,-10002.0,-3167.5,-1410.0,-775.5,MountainCar-v0,DDQCNN_PCA,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
MountainCar_DQCNN_PCA_EpsilonGreedy_notes_cpu,-682.32,453.05,-119.0,-3330.0,-906.0,-562.0,-349.5,MountainCar-v0,DQCNN_PCA,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
Acrobot_DQCNN_PCA_Mini_EpsilonGreedy_notes_cpu,-870.45,437.85,-201.0,-2443.0,-1081.0,-777.0,-557.0,Acrobot-v1,DQCNN_PCA_mini,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu,-218.34,325.79,-67.0,-7558.0,-198.0,-145.0,-116.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
Acrobot_DDQCNN_PCA_EpsilonGreedy_notes_cpu,-149.16,56.37,-63.0,-662.0,-173.0,-136.0,-110.0,Acrobot-v1,DDQCNN_PCA,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
Acrobot_DQCNN_PCA_Mini_EpsilonGreedy_notes_cpu,-876.17,426.71,-140.0,-3151.0,-1083.0,-802.5,-571.75,Acrobot-v1,DQCNN_PCA_Mini,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
Acrobot_DDQCNN_PCA_Mini_EpsilonGreedy_notes_cpu,-760.51,401.27,-150.0,-2717.0,-947.5,-669.0,-473.0,Acrobot-v1,DDQCNN_PCA_mini,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu,-187.37,120.7,-69.0,-2088.0,-209.0,-156.0,-124.0,Acrobot-v1,DQN_GS,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
Acrobot_DQN_PCA_EpsilonGreedy_notes_cpu,-838.56,442.27,-175.0,-3285.0,-1031.0,-744.0,-521.5,Acrobot-v1,DQN_PCA,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
Acrobot_DDQCNN_PCA_EpsilonGreedy_notes_cpu,-259.65,217.38,-60.0,-2465.0,-303.25,-191.0,-133.0,Acrobot-v1,DDQCNN_PCA,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
Acrobot_DQCNN_PCA_EpsilonGreedy_notes_cpu,-861.37,427.42,-165.0,-2743.0,-1072.5,-765.0,-554.5,Acrobot-v1,DQCNN_PCA,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
Acrobot_DQN_GS_EpsilonGreedy_notes_cpu,-200.46,138.3,-63.0,-2005.0,-229.0,-165.0,-126.0,Acrobot-v1,DQN_GS,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
Acrobot_DQCNN_PCA_EpsilonGreedy_notes_cpu,-326.91,150.1,-85.0,-1304.0,-404.0,-298.0,-221.0,Acrobot-v1,DQCNN_PCA,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
Acrobot_DQN_PCA_EpsilonGreedy_notes_cpu,-857.06,447.62,-138.0,-2692.0,-1089.75,-754.0,-534.25,Acrobot-v1,DQN_PCA,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
Acrobot_DDQCNN_PCA_Mini_EpsilonGreedy_notes_cpu,-732.22,365.19,-164.0,-2541.0,-913.0,-648.0,-477.0,Acrobot-v1,DDQCNN_PCA_mini,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
Acrobot_DQCNN_PCA_Mini_EpsilonGreedy_notes_cpu,-889.22,400.59,-183.0,-2500.0,-1116.5,-818.5,-589.5,Acrobot-v1,DQCNN_PCA_mini,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
Acrobot_DDQN_GS_EpsilonGreedy_notes_cpu,-1031.77,1465.87,-74.0,-10002.0,-1307.0,-470.0,-153.0,Acrobot-v1,DDQN_GS,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
CartPole_DDQN_GS_EpsilonGreedy_notes_cpu,33.93,20.05,195.0,8.0,19.0,31.0,45.0,CartPole-v0,DDQN_GS,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
CartPole_DQCNN_PCA_EpsilonGreedy_notes_cpu,62.26,31.21,282.0,8.0,41.0,57.0,78.0,CartPole-v0,DQCNN_PCA,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
CartPole_DQCNN_PCA_Mini_EpsilonGreedy_notes_cpu,49.24,22.71,193.0,8.0,33.0,47.0,62.0,CartPole-v0,DQCNN_PCA_Mini,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
CartPole_DQN_PCA_EpsilonGreedy_notes_cpu,21.62,15.01,146.0,8.0,10.0,15.0,29.0,CartPole-v0,DQN_PCA,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
CartPole_DQN_GS_EpsilonGreedy_notes_cpu,31.8,19.55,143.0,8.0,16.0,29.0,43.0,CartPole-v0,DQN_GS,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
CartPole_DDQCNN_PCA_Mini_EpsilonGreedy_notes_cpu,59.23,35.97,384.0,8.0,32.0,54.0,79.0,CartPole-v0,DDQCNN_PCA_mini,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
CartPole_DDQCNN_PCA_EpsilonGreedy_notes_cpu,68.62,37.94,291.0,8.0,41.0,62.0,89.0,CartPole-v0,DDQCNN_PCA,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
CartPole_DQN_PCA_EpsilonGreedy_notes_cpu,23.62,15.85,172.0,8.0,10.0,19.0,32.0,CartPole-v0,DQN_PCA,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
CartPole_DDQCNN_PCA_EpsilonGreedy_notes_cpu,68.28,37.13,329.0,8.0,41.0,62.0,88.0,CartPole-v0,DDQCNN_PCA,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
CartPole_DDQN_GS_EpsilonGreedy_notes_cpu,38.33,22.15,204.0,8.0,21.0,35.0,50.0,CartPole-v0,DDQN_GS,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
CartPole_DQN_GS_EpsilonGreedy_notes_cpu,27.84,19.65,182.0,8.0,12.0,21.0,38.0,CartPole-v0,DQN_GS,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
CartPole_DQCNN_PCA_EpsilonGreedy_notes_cpu,62.78,32.48,322.0,8.0,40.75,58.0,80.0,CartPole-v0,DQCNN_PCA,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
CartPole_DQCNN_PCA_Mini_EpsilonGreedy_notes_cpu,49.11,22.39,201.0,8.0,33.0,46.0,62.0,CartPole-v0,DQCNN_PCA_mini,EpsilonGreedy,100000,cpu,0,3,4,128,0.99,0.001,True,RMSprop,Huber,0.1
